Country,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Score,,
Czechia,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,13,52078121,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,6,31662195,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,7,175833605,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,3,342427758,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2014,25,55918628,CTS
Czechia,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2014,1,83995,CTS
Czechia,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2014,2,804240238,CTS
Czechia,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2014,1,841167833,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,38,81024241,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,23,86894871,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,128,2352773,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,21,41894775,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,5,419699084,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,6,32199323,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,11,93447435,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,0,723863919,CTS
Czechia,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2014,1,633333971,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,11,10822622,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,18,19981008,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,57,59749823,CTS
Czechia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,18,91089031,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,0,499677996,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,0,960919223,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,1,191539837,CTS
Czechia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,0,38436769,CTS
Czechia,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2014,0,115310307,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,18,15885,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,29,7966076,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,0,23498902,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,14,19333675,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,7,872132135,CTS
Croatia,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,6,32120461,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,34,95891603,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,8,418846734,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,2,42605437,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,32,10202869,CTS
Bulgaria,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,1,311131868,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,17,120559,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,3,84824586,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,0,775392823,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,29,43620901,CTS
Bosnia and Herzegovina,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,0,86154758,CTS
Belgium,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,627,4805113,CTS
Belgium,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,10,25734713,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,61,46387761,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,28,41044538,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,33,5343222,CTS
Belgium,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,12,93085202,CTS
Belgium,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,195,4153847,CTS
Belgium,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2014,209,3532569,CTS
Belgium,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2014,74,78684368,CTS
Belgium,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2014,10,45340415,CTS
Belgium,Western Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2014,0,8911683,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,8,800071079,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,4,78172537,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,1,494951834,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,26,8213838,CTS
Belarus,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,0,328677354,CTS
Austria,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,37,49185307,CTS
Austria,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,0,11607385,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,41,36871961,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,13,51099597,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,24,5960485,CTS
Austria,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,3,261675143,CTS
Austria,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,40,40530666,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,4,406532116,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,3,77053779,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,6,473513676,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,0,227140831,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,11,92489361,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,18,69369037,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,3,47525471,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,0,158998582,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,3,204633663,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,19,13284987,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,39,59502926,CTS
Austria,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,2,634921012,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,1,709137954,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,3,655656178,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,0,284856326,CTS
Austria,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,0,118690136,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,155,2775428,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,20,19870476,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,7,574514284,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,8,836933332,CTS
Andorra,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,1,262419047,CTS
Albania,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,4,557527914,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,3,349092482,CTS
Albania,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,1,415595791,CTS
Albania,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,10,25443781,CTS
Albania,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,0,69053453,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,6,837778187,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,35799886,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,32,72109562,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,7,16777616,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,25,704318,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,0,CTS,
Switzerland,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,5,50717,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,3,365189265,CTS
Switzerland,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,22,38686192,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,1,560353037,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,0,543759392,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,0,449192541,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,0,567401104,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,14,9179207,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,14,63422015,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,7,636273196,CTS
Switzerland,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,3,664465466,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,9,645818774,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,746969413,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,2,5059619,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,4,361337538,CTS
Switzerland,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,3,807134425,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,1,7348967,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,3,590272338,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,3,421601825,CTS
Switzerland,Western Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,1,710800913,CTS
Switzerland,Western Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,1,83127985,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,610,2987159,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,179,7579769,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,64,16224151,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,111,4883759,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,4,107359463,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,50,41682074,CTS
Sweden,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,13,59291981,CTS
Sweden,Northern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,5,185032985,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,17,86294697,CTS
Sweden,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,87,4755377,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,5,348745312,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,10,81951523,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,6,91472778,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,0,CTS,
Sweden,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,323,5075729,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,1,707677351,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,30,35193197,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,45,13147286,CTS
Sweden,Northern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,0,CTS,
Sweden,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,36,645193,CTS
Spain,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,37,16376746,CTS
Spain,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,201569104,CTS
Spain,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,7,949113494,CTS
Spain,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2016,1,743358314,CTS
Spain,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,4,541737896,CTS
Spain,Southern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,1,638285058,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,18,71161703,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,2,67829586,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,16,3332117,CTS
Spain,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,0,CTS,
Spain,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,3,889854836,CTS
Spain,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,134,9912578,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,6,527331305,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,7,150586165,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,9,285655179,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,36,65412366,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,4,632299636,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,3,920609964,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,17,56904916,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,10,11946911,CTS
Spain,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,1,844497491,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,4,810417556,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,15,37498581,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,48,83382109,CTS
Spain,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,64,58892164,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,62041716,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,0,659739374,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,3,268112926,CTS
Spain,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,2,573420473,CTS
Spain,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,21845675,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,71,88296239,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,144633727,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,17,16320229,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,1,590970999,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,2,73083422,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,13,49914787,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,10,89574078,CTS
Slovenia,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,5,640715358,CTS
Slovenia,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,5,303236662,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,20,13258747,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,9,778685342,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,5,752167848,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,5,752167848,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,9,79517418,CTS
Slovenia,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,43,93281092,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,872837303,CTS
Slovenia,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,4,17022267,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,1,506798694,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,1,84160036,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,9,463430823,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,1,874310571,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,12,5438955,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,0,367511877,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,51,91105257,CTS
Slovakia,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,2,976846201,CTS
Slovakia,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,2,940095013,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,29,98896913,CTS
Slovakia,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,9,665562355,CTS
Slovakia,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,28607965,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,0,321839607,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,12,1534531,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,0,CTS,
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,19,632216,CTS
Slovakia,Eastern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,15119575,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,3,326306511,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,0,37798938,CTS
Slovakia,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,46,1147039,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,64258194,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,0,453587251,CTS
Slovakia,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,3,553100137,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,15,1231714,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,9035502,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,3,196308817,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,1,185909632,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,2,10399185,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,27,35498217,CTS
Serbia,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,0,835783931,CTS
Serbia,Southern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,0,677662647,CTS
Serbia,Southern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,0,56471887,CTS
Serbia,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,1,18943037,CTS
Serbia,Southern Europe,Victims of sexual exploitation,Total,Total,Total,Total,2016,0,138265382,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,17,31401497,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,0,20099759,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,11,13815752,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,5,431753354,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,5,70640417,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,0,992597686,CTS
Russian Federation,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,0,446049445,CTS
Russian Federation,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,0,353122478,CTS
Russian Federation,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,7,858179735,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,1,53564205,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,1,747803123,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,9,37051406,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,4,748366865,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,0,500093957,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,3,788590584,CTS
Romania,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,15,63930193,CTS
Romania,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,0,127972909,CTS
Romania,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,2,598834462,CTS
Romania,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,31127177,CTS
Romania,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,0,342398951,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,7,402829258,CTS
Republic of Moldova,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,26,61083474,CTS
Republic of Moldova,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,0,737823514,CTS
