Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
CZE,Czechia,Europe,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Rate per 100,000 population,4,595418941,CTS
CZE,Czechia,Europe,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2017,Rate per 100,000 population,3,477106356,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2017,Rate per 100,000 population,14,89517182,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,Rate per 100,000 population,21,91140386,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2018,Rate per 100,000 population,1,350125013,CTS
CZE,Czechia,Europe,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,Rate per 100,000 population,6,084938427,CTS
CZE,Czechia,Europe,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2018,Rate per 100,000 population,4,903579041,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,Rate per 100,000 population,46,56993709,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Rate per 100,000 population,0,121886286,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Rate per 100,000 population,13,57625708,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Rate per 100,000 population,6,103690164,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Rate per 100,000 population,7,360056495,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Rate per 100,000 population,0,112510418,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Rate per 100,000 population,6,403717944,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,Rate per 100,000 population,13,18247061,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,Rate per 100,000 population,43,8198771,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Rate per 100,000 population,0,112262708,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Rate per 100,000 population,14,59415207,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Rate per 100,000 population,6,389619142,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Rate per 100,000 population,8,092270217,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Rate per 100,000 population,0,112262708,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Rate per 100,000 population,7,156747648,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Robbery,Total,Total,2019,Rate per 100,000 population,13,46216976,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Rate per 100,000 population,22,05026694,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Rate per 100,000 population,1,43134953,CTS
CZE,Czechia,Europe,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2019,Rate per 100,000 population,6,810604298,CTS
CZE,Czechia,Europe,Eastern Europe,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2019,Rate per 100,000 population,5,716042893,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2020,Rate per 100,000 population,36,34332376,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Rate per 100,000 population,0,102717513,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Rate per 100,000 population,13,5680497,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Rate per 100,000 population,5,966953722,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Rate per 100,000 population,7,386322995,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Rate per 100,000 population,0,214772982,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Rate per 100,000 population,6,219078527,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2003,Rate per 100,000 population,546,1378854,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Rate per 100,000 population,66,93919138,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,Rate per 100,000 population,10,74075545,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2003,Rate per 100,000 population,73,24935458,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Rate per 100,000 population,581,2559646,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Rate per 100,000 population,70,18796672,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Rate per 100,000 population,10,81614376,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2004,Rate per 100,000 population,73,15931365,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2004,Rate per 100,000 population,2,241370521,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Rate per 100,000 population,605,7750096,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Rate per 100,000 population,67,64846459,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Rate per 100,000 population,9,966577225,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2005,Rate per 100,000 population,67,20485203,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,Rate per 100,000 population,2,116350531,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Rate per 100,000 population,626,9313712,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Rate per 100,000 population,64,10895687,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Rate per 100,000 population,9,964130725,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2006,Rate per 100,000 population,65,90711547,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,Rate per 100,000 population,1,958949573,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2007,Rate per 100,000 population,643,8200446,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Rate per 100,000 population,69,24519988,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Rate per 100,000 population,9,241141706,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2007,Rate per 100,000 population,65,14568129,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,Rate per 100,000 population,2,245384584,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,Rate per 100,000 population,639,6030304,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Rate per 100,000 population,70,04684383,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Rate per 100,000 population,8,995167392,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,Rate per 100,000 population,61,57100796,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,Rate per 100,000 population,2,290733111,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Rate per 100,000 population,60,67246435,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Rate per 100,000 population,9,040795458,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2009,Rate per 100,000 population,60,96047438,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2009,Rate per 100,000 population,184,5501508,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,Rate per 100,000 population,6,336220607,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Rate per 100,000 population,9,556212533,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,Rate per 100,000 population,59,59147241,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,Rate per 100,000 population,176,8010668,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,Rate per 100,000 population,6,058618951,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Rate per 100,000 population,45,23983266,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,Rate per 100,000 population,35,68362013,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Rate per 100,000 population,9,32402616,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2011,Rate per 100,000 population,59,39104128,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2011,Rate per 100,000 population,172,0238921,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,Rate per 100,000 population,6,087393124,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Rate per 100,000 population,44,96161918,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,Rate per 100,000 population,35,63759302,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Rate per 100,000 population,9,918166298,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,Rate per 100,000 population,60,15736503,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,Rate per 100,000 population,168,0530837,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,Rate per 100,000 population,6,400928393,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Rate per 100,000 population,44,80155881,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,Rate per 100,000 population,34,88339251,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Rate per 100,000 population,9,126032917,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2013,Rate per 100,000 population,58,18831517,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,Rate per 100,000 population,157,523853,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Rate per 100,000 population,43,52358841,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Rate per 100,000 population,34,39755549,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,Rate per 100,000 population,6,072113424,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,Rate per 100,000 population,154,39095,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Rate per 100,000 population,9,017761368,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,Rate per 100,000 population,55,83154503,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Rate per 100,000 population,42,92061534,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Rate per 100,000 population,33,90285397,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Rate per 100,000 population,6,123974636,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,Rate per 100,000 population,155,7635808,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Rate per 100,000 population,41,89520072,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Rate per 100,000 population,8,585673411,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Rate per 100,000 population,33,30952731,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Rate per 100,000 population,5,823634642,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2015,Rate per 100,000 population,54,6123168,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,Rate per 100,000 population,170,3693601,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Rate per 100,000 population,5,786326628,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Rate per 100,000 population,45,21753899,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Rate per 100,000 population,9,634550161,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Rate per 100,000 population,35,58298883,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,Rate per 100,000 population,52,32635028,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,Rate per 100,000 population,165,8125309,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Rate per 100,000 population,5,595316987,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Rate per 100,000 population,42,11912668,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Rate per 100,000 population,10,0534236,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Rate per 100,000 population,32,06570308,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Rate per 100,000 population,0,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Rate per 100,000 population,10,94383513,CTS
DEU,Germany,Europe,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Rate per 100,000 population,8,071774041,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2017,Rate per 100,000 population,46,99945289,CTS
DEU,Germany,Europe,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,Rate per 100,000 population,9,24156902,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Rate per 100,000 population,0,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,Rate per 100,000 population,164,4847706,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Rate per 100,000 population,5,489362072,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Rate per 100,000 population,48,82440493,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Rate per 100,000 population,10,8704527,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Rate per 100,000 population,37,95395223,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Rate per 100,000 population,12,49452432,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,Rate per 100,000 population,44,21805661,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,Rate per 100,000 population,159,3495057,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Rate per 100,000 population,5,404884651,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Rate per 100,000 population,48,76130317,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Rate per 100,000 population,11,46592278,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Rate per 100,000 population,37,29538039,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Rate per 100,000 population,19,18051556,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Robbery,Total,Total,2019,Rate per 100,000 population,43,16723558,CTS
DEU,Germany,Europe,Western Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2019,Rate per 100,000 population,14,98735959,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Rate per 100,000 population,0,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2020,Rate per 100,000 population,155,7016681,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Rate per 100,000 population,5,448537903,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Rate per 100,000 population,49,02967985,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Rate per 100,000 population,12,08107353,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Rate per 100,000 population,36,94860632,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Rate per 100,000 population,0,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Rate per 100,000 population,27,63894682,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2014,Rate per 100,000 population,106,9052341,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Rate per 100,000 population,4,219943453,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Rate per 100,000 population,18,28642163,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Rate per 100,000 population,150,5113165,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2014,Rate per 100,000 population,7,033239088,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2014,Rate per 100,000 population,196,9306945,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2014,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2014,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2014,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2015,Rate per 100,000 population,139,0937829,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2015,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2015,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2015,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2015,Rate per 100,000 population,123,6389182,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Rate per 100,000 population,2,809975413,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Rate per 100,000 population,133,4738321,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Rate per 100,000 population,32,31471725,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Rate per 100,000 population,101,1591149,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2015,Rate per 100,000 population,5,619950825,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,Rate per 100,000 population,109,3861753,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2016,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2016,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2016,Rate per 100,000 population,155,6649417,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Rate per 100,000 population,5,60954745,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Rate per 100,000 population,117,8004964,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Rate per 100,000 population,19,63341607,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Rate per 100,000 population,98,16708037,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2016,Rate per 100,000 population,88,35037233,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2017,Rate per 100,000 population,88,16120907,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Rate per 100,000 population,5,597537084,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Rate per 100,000 population,135,7402743,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Rate per 100,000 population,16,79261125,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Rate per 100,000 population,118,947663,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,Rate per 100,000 population,13,99384271,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2017,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Offences of sexual nature,by type of offence,Child pornography: Cyber-related,Total,Total,2017,Rate per 100,000 population,0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2017,Rate per 100,000 population,100,7556675,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Robbery,Total,Total,2018,Rate per 100,000 population,100,5221568,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2018,Rate per 100,000 population,103,3144389,CTS
